得到宽恕的忧郁,一般,39810,,耐心【卓越丸子|38808】》！！@专一【得到宽恕的忧郁|39810】=39【得到宽恕的忧郁|39810】；不撒饵、收藏品、大尺寸、引诱；,$原地精选可能暴击否则请多钓一条
油膜鱼,一般,39815,,耐心【卓越丸子|38808】》~4+7.5！@专一【油膜鱼|39815】=39【油膜鱼|39815】；不撒饵、收藏品、大尺寸；,$原地精选可能暴击否则请多钓一条
贡萨洛蛞蝓,一般,39816,,耐心【卓越丸子|38808】》4+8~8+14！@专一【贡萨洛蛞蝓|39816】=39【贡萨洛蛞蝓|39816】；不撒饵、收藏品、大尺寸、重随；,$原地精选可能暴击否则请多钓一条
黑木块,一般,41298,,耐心【卓越丸子|38808】》~5+8.5！！@拍水~3+5.5！【占位】@专一【黑木块|41298】》！！=25【黑木块|41298】；29【隆卡金块|41299】；不撒饵、收藏品、大尺寸、重随；,$原地精选可能暴击请自行检查材料数量
隆卡金块,一般,41299,,耐心【卓越丸子|38808】》~5+8.5！！@拍水~3+5.5！【占位】@专一【黑木块|41298】》！！=25【黑木块|41298】；29【隆卡金块|41299】；不撒饵、收藏品、大尺寸、重随；,$原地精选可能暴击请自行检查材料数量
丰饶虹鳉,一般,41300,,耐心【卓越丸子|38808】》~4+7.5！+！！@专一【丰饶虹鳉|41300】=55【丰饶虹鳉|41300】；14【圣法斯里克的石头脑袋|41301】；不撒饵、收藏品、大尺寸；,$原地精选可能暴击请自行检查材料数量
圣法斯里克的石头脑袋,一般,41301,,耐心【卓越丸子|38808】》~4+7.5！+！！@专一【丰饶虹鳉|41300】=55【丰饶虹鳉|41300】；14【圣法斯里克的石头脑袋|41301】；不撒饵、收藏品、大尺寸；,$原地精选可能暴击请自行检查材料数量
鱼眼预设,其他,,,18,
斑斓菊石螺鱼眼,鱼眼,27508,,耐心【金属亮片|28634】@（碧空|1）》！《【古代虾|27506】=3【古代虾|27506】；不撒饵、鱼篓；@阶段=》耐心【金属亮片|28634】@1202-1600（碧空|1）》！》！！！=【斑斓菊石螺|27508】；鱼眼、引诱；《=,$如有天气条件请在符合天气条件时启动
雷神光鱼眼,鱼眼,7920,,平钓【花蝇|2597】@1802-2300》！！！精准@拍水！【硬毛蟹|4974】=【雷神光|7920】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
金色皮皮拉鱼鱼眼,鱼眼,33324,,平钓【盗蟹丸|27587】@0602-0700》~8+13.5！！！@拍水！【黄色皮皮拉鱼|27486】=【金色皮皮拉鱼|33324】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
圣鳟贞德鱼眼,鱼眼,7904,,平钓【乌鸦拟饵|2614】@0402-0600》！！！@拍水！！【暖水鳟|4955】=【圣鳟贞德|7904】；鱼眼；,$如有天气条件请在符合天气条件时启动
浓盐鲀鱼眼,鱼眼,7925,,平钓【蜜虫|2599】@1702-2000》12+22~！@拍水~9+16.5！【斑点鲀|4983】=【浓盐鲀|7925】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
鱼大叔鱼眼,鱼眼,7902,,平钓【花蝇|2597】@1702-1830》！！！@拍水！【绿灯球藻|5544】=【鱼大叔|7902】；鱼眼；,$如有天气条件请在符合天气条件时启动
断指龙虾鱼眼,鱼眼,7906,,平钓【极地磷虾|2606】@1732-1800》！！！@拍水！！【海岩龙虾|4911】=【断指龙虾|7906】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
滑溜帝王鱼眼,鱼眼,7698,,平钓【蝲蛄丸子|2588】@1902-2400》！！！精准@拍水！【幽暗虾虎|4931】=【滑溜帝王|7698】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
公主青鳉鱼眼,鱼眼,24213,,平钓【肥蚯蚓|20614】@0402-0600》！！！精准@拍水！【黄铜鱼|20125】=【公主青鳉|24213】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
维德弗尼尔鱼眼,鱼眼,15633,,平钓【残暴水蛭|12711】@0802-1000》！！！@拍水！！【白丽鱼|12768】=【维德弗尼尔|15633】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
教皇鱼鱼眼,鱼眼,23059,,平钓【悬浮诱饵鱼|20619】@1202-1600》！！！@拍水！+！！【溶骨蜗牛|20082、涅槃蟹|20086】=【教皇鱼|23059】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
蝴蝶夫人鱼眼,鱼眼,16748,,耐心【土蜘蛛|12705】@（碧空|1）》~6.5+11.5！《【蝼蛄|12757】=3【蝼蛄|12757】；不撒饵、鱼篓；@阶段=》耐心【土蜘蛛|12705】@2102-0200（碧空|1）》~6.5+11.5！【蝼蛄|12757】》！！！=【蝴蝶夫人|16748】；鱼眼；《=,$如有天气条件请在符合天气条件时启动
无光层巨骨舌鱼鱼眼,鱼眼,15638,,耐心【土蜘蛛|12705】@（阴云|3）》！《【以太之眼|12777】=3【以太之眼|12777】；不撒饵、鱼篓；@阶段=》耐心【土蜘蛛|12705】@2102-0200（阴云|3）》！》！！！=【无光层巨骨舌鱼|15638】；鱼眼；《=,$如有天气条件请在符合天气条件时启动
暮辉鱼鱼眼,鱼眼,24217,,耐心【肥蚯蚓|20614】@（强风|6、小雨|7=》阴云|3）》！《【嘎牙子|20127】=3【嘎牙子|20127】；不撒饵、鱼篓；@阶段=》耐心【肥蚯蚓|20614】@0802-1600（阴云|3）》！》！！！=【暮辉鱼|24217】；鱼眼；《=,$如有天气条件请在符合天气条件时启动
卜传鱼眼,鱼眼,23067,,平钓【嗡嗡石蝇|20675】@1202-1400》！！！精准@拍水！【武士鱼|20028】=【卜传|23067】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
大蛇鳗鱼眼,鱼眼,7908,,平钓【黄油虫|2594】@1802-1900》！！！@拍水10+20~！！【黑鳗|4958】=【大蛇鳗|7908】；鱼眼、引诱；,$如有天气条件请在符合天气条件时启动
胸脊鲨鱼眼,鱼眼,24992,,大鱼【蚕蛹|20616】》~12+22！！《【岩盐咸鱼|20025】=3【岩盐咸鱼|20025】；不撒饵、鱼篓、重随；@阶段=》大鱼【蚕蛹|20616】@（雷雨|10）》~12+22！！》11+23~！！！双提=鱼眼、收藏品、不收集、重随、确保多提；《=@鱼识=》耐心【蚕蛹|20616】@1602-1800》~12+22！！》！！！=【胸脊鲨|24992】；不撒饵、重随；,适用于0000-0800的雷雨，关掉其他插件自动确认收藏的功能，需要卡确认收集收藏品对话框,手动在「胸脊鲨」窗口期到来时「否」。如有天气条件，请在符合天气条件时启动
奸隐鱼鱼眼,鱼眼,33325,,平钓【短嘴诱饵鱼|27588】@2202-2400（晴朗|2）》！！！@拍水9.5+17.5~！！【卡利班骨头鱼|27499】=【奸隐鱼|33325】；鱼眼；,$如有天气条件请在符合天气条件时启动
鱼皇流程,其他,,,15,
七彩天主起手,一般,24994,a1,大鱼【嗡嗡石蝇|20675】@0002-0800》！！》！三提=鱼眼、确保多提；,从零开始使用，当钓满「蓝彩鱼」或「橙彩鱼」时请手动更换【鱼眼蓝彩鱼】或【鱼眼橙彩鱼】
蓝彩鱼鱼眼,鱼眼,24203,,大鱼【嗡嗡石蝇|20675】@0002-0400》！！【紫彩鱼|21177】》！三提=鱼眼、确保多提；,$蓝彩鱼橙彩鱼都钓满天气符合绿彩鱼条件时使用七星彩天主最终
橙彩鱼鱼眼,鱼眼,23056,,大鱼【嗡嗡石蝇|20675】@0402-0800》！！【红彩鱼|22397】》！三提=鱼眼、确保多提；,$蓝彩鱼橙彩鱼都钓满天气符合绿彩鱼条件时使用七星彩天主最终
七彩天主最终,一般,24994,a2,平钓【嗡嗡石蝇|20675】@0002-1600（晴朗|2=》碧空|1、晴朗|2）》！@拍水！！【黄彩鱼|20052、青彩鱼|20053、紫彩鱼|21177】=鱼眼、不撒饵；@鱼识=》平钓》！+！！！@拍水！！【黄彩鱼|20052、青彩鱼|20053、紫彩鱼|21177】=【七彩天主|24994】；,「蓝彩鱼」和「橙彩鱼」都钓满时，在天气符合「绿彩鱼」条件时使用
嘎儿鱼起手,一般,41408,a1,耐心【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！《【任何】》！！！》！！！=10【矛齿鲸|36454】；不撒饵、套娃、引诱、跳阶段；,
嘎儿鱼三提起手,一般,41408,b1,大鱼【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！《【任何】》！！！三提》！！！三提=10【矛齿鲸|36454】；不撒饵、引诱、确保多提、跳阶段；,
嘎儿鱼收藏最终,一般,41408,a2,耐心【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！》！！！双提=不撒饵、收藏品、不收集、引诱、确保多提；@鱼识=》平钓【青花鱼块|36593】@1402-1600（暴雨|8=》晴朗|2）》！！！@拍水~7.6+14！！【纳茹奈章鱼|36452、萨维奈卡拉墨鱼|36686】=【嘎儿鱼|41408】；引诱；,预期是你还缺 2 条「矛齿鲸」，关掉其他插件自动确认收藏的功能，需要卡确认收集收藏品对话框手动在嘎儿鱼窗口期到来时点「否」
嘎儿鱼自动最终,一般,41408,b2,耐心【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！》！！！》！！！《【占位】=1【矛齿鲸|36454】；不撒饵、鱼篓、引诱；@阶段=》大鱼【青花鱼块|36593】@1355-1600（暴雨|8=》晴朗|2）》6.1+10.3~！《【任何】》！！！=引诱；《=@鱼识=》平钓【青花鱼块|36593】@1402-1600（暴雨|8=》晴朗|2）》！！！@拍水~7.6+14！！【纳茹奈章鱼|36452、萨维奈卡拉墨鱼|36686】=【嘎儿鱼|41408】；引诱；,预期是你还缺 2 条「矛齿鲸」
嘎儿鱼短流程,一般,41408,c1,大鱼【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！《【任何】》！！！三提》！！！三提=10【矛齿鲸|36454】；不撒饵、引诱、确保多提、跳阶段；@阶段=》耐心【青花鱼块|36593】@（晴朗|2）》6.1+10.3~！》！！！》！！！《【占位】=11【矛齿鲸|36454】；不撒饵、鱼篓、引诱、跳阶段；@阶段=》大鱼【青花鱼块|36593】@1358-1600（暴雨|8=》晴朗|2）》6.1+10.3~！《【任何】》！！！《【任何】》！！！=引诱；《=@鱼识=》平钓【青花鱼块|36593】@1402-1600（暴雨|8=》晴朗|2）》！！！@拍水~7.6+14！！【纳茹奈章鱼|36452、萨维奈卡拉墨鱼|36686】=【嘎儿鱼|41408】；引诱；《=,
嘎儿鱼连续窗口方案,其他,,,如果有连续的「嘎儿鱼」窗口，而第 1 个窗口没钓够「矛齿鲸」，可到其他钓场抛竿后回到「熏香海岸」重新开始起手。也可继续钓够起手所需的数量：更换钓点后启动起手，人工监控剩余的「矛齿鲸」直到总数 10 以完成起手（其他同主方案）,
星鲸长流程未受生魂,一般,41412,a1,大鱼【星尘|36597】》~7+13！！@拍水【三叉神海兽|36508】》8+17~！！双提=2【未受生魂|36520】；不撒饵、引诱；,钓到「法拉伊那」后使用，完成后换钓点在「星鲸」窗口期到来前25分钟使用【星鲸长流程最终】
星鲸长流程最终,一般,41412,a2,大鱼【星尘|36597】》！！@拍水【三叉神海兽|36508】《【事件穹界的回归者|36518】=1【额外维度实体-9318|36519】；不撒饵、鱼篓、引诱；@阶段=》大鱼@2357-0800》！！@拍水【三叉神海兽|36508】《【事件穹界的回归者|36518】=3【额外维度实体-9318|36519】；不撒饵、鱼篓、引诱；《=@鱼识=》大鱼【星尘|36597】@2357-0800（灵风|49=》磁暴|149）》~7+13！！@拍水【三叉神海兽|36508】》8+17~！！+！！！=【星鲸|41412】；不撒饵、引诱；,距离触发鱼识还需 3 条「实体」时使用这个；如果第一次鱼识结束后「仍在法拉伊那的窗口期」，你可以继续从预设【36521】开始，如果钓到了「法拉伊那」，则【星鲸长流程未受生魂】，然后【星鲸长流程最终】
星鲸短流程方案,其他,,,星鲸短流程预设说明：在「星鲸」窗口期到来前（最好是提前一个小时或半小时）启动【星鲸短流程起手】来钓总计5条的2种「星鲸」鱼识前置（MissFisher 会自动计数并提醒）。在完成后，更换钓点到远离原位置几米远的地方，在「星鲸」窗口期到来前的第25分钟启动【星鲸短流程最终】，祝你好运！,
星鲸短流程起手,一般,41412,b1,耐心【星尘|36597】》！！@拍水【三叉神海兽|36508】》8+17~！！=2【未受生魂|36520】；3【额外维度实体-9318|36519】；不撒饵、引诱；,「星鲸」到来前一个或半个小时启动，没钓到「法拉伊那」也可以从这个开始
星鲸短流程最终,一般,41412,b2,大鱼【星尘|36597】@0002-0400》~7+13！！@拍水【三叉神海兽|36508】》！！！=不撒饵、引诱；@鱼识=》大鱼【星尘|36597】@0002-0800（灵风|49=》磁暴|149）》~7+13！！@拍水【三叉神海兽|36508】》8+17~！！+！！！=【星鲸|41412】；不撒饵、引诱；,更换钓点在「星鲸」到来前第25分钟启动，只缺「法拉伊那」也可以用。
2.0,其他,,,113,
涅普特龙,一般,8754,,平钓【极地磷虾|2606】@（小雨|7、暴雨|8）》9.5+17~！！@拍水【愿贝|4914】@专一【小撒拉奥斯|4913】双提=确保多提；@鱼识=》耐心【沙蚕|2585】@（小雨|7、暴雨|8）》！》！！+！！！》！！！》！！！=【涅普特龙|8754】；,
内角石,一般,8756,,耐心【单环刺螠|2596】@2002-0400（碧空|1、晴朗|2=》阴云|3、薄雾|4、微风|5）》！》！！！=【内角石|8756】；,
波太郎,一般,8775,,平钓【火萤|2603】@（打雷|9、雷雨|10）》！！！@拍水~12+22！！【争斗琵琶鱼|5008】=引诱；@鱼识=》平钓【漂浮诱饵蛙|2624】》！！！@拍水！！【南方狗鱼|4996】=【波太郎|8775】；引诱；,
旋齿鲨,一般,8768,,耐心【沙蛭|2600】@0802-2000（阴云|3、薄雾|4=》热浪|14）》~7.5+15！！【飞沙鱼|5035】》！！！=【旋齿鲨|8768】；引诱；,
秀尼鱼龙,一般,8772,,耐心【浮游虫|2605】@（碧空|1、晴朗|2=》暴雪|16）》~7.5+14.5！！》！！！=1【马哈尔|8771】；不撒饵、引诱；@阶段=》耐心【浮游虫|2605】@（碧空|1、晴朗|2=》暴雪|16）》~7.5+14.5！！》！！！》！！！=【秀尼鱼龙|8772】；不撒饵、引诱；《=,窗口结束后可能还能继续使用「马哈尔」来以小钓大
杀手库诺,一般,8763,,耐心【蜜虫|2599】@0802-1800（妖雾|17）》~8+15.5！》！》！！！=重随；@鱼识=》耐心【蜜虫|2599】》~8+15.5！》！+！！》！！+！！！》！！！=【杀手库诺|8763】；重随；,
金鳍蝶,一般,7685,,平钓【潮虫|2587】@0902-1400》！！！精准@拍水！【海云水母|4872】=【金鳍蝶|7685】；引诱；,
猛犸章鱼,一般,7707,,大鱼【潮虫|2587】@0902-1700》~8+12！！》！！！=【猛犸章鱼|7707】；,
扎尔艾拉,一般,7678,,平钓【沟鼠尾巴|2591】@0902-1400》！！！精准@拍水！【海云水母|4872、藤皮海参|4873】=【扎尔艾拉|7678】；引诱；,
无赖王,一般,7679,,平钓【蛾蛹|2586】@0902-1400》！！！@拍水！【蝲蛄|4925、鲢鱼|4926】=【无赖王|7679】；,
隐沙鱼,一般,7688,,平钓【蝲蛄丸子|2588】》！！！@拍水！【公主鳟|4930】=【隐沙鱼|7688】；,
巨鲨,一般,7686,,耐心【沙蚕|2585】@（碧空|1、晴朗|2）》！@拍水【手指虾|4871】》！！！=【巨鲨|7686】；,
高刺鱼,一般,7709,,平钓【下沉诱饵鱼|2617】@0502-0800》！！！@拍水！！【拉诺西亚刺鱼|4946】=【高刺鱼|7709】；引诱；,
水晶刺鱼,一般,7682,,平钓【黄油虫|2594】@（阴云|3、薄雾|4、微风|5）》！！！精准@拍水！【铜鱼|4948】=【水晶刺鱼|7682】；引诱；,
高声鲶鱼,一般,7681,,平钓【蛾蛹|2586】》！！！@拍水！【蝲蛄|4925】=【高声鲶鱼|7681】；,
山神印,一般,7680,,平钓【虾虎丸子|2589】》！！！@拍水！！【莫拉比鲽鱼|4877】=【山神印|7680】；引诱；,
希尔德拉,一般,7710,,平钓【单环刺螠|2596】@（小雨|7）》！！！精准@拍水！【叶海龙|4897】=【希尔德拉|7710】；引诱；,
银君,一般,7690,,平钓【弓角|2628】》！！！@拍水！！【莫拉比鲽鱼|4877、虎纹鳕|4879】=【银君|7690】；引诱；,
剑齿鳕,一般,7691,,平钓【虾虎丸子|2589】@1602-2200》！！！@拍水！！【莫拉比鲽鱼|4877】=【剑齿鳕|7691】；引诱；,
剪刀手雅克,一般,7712,,平钓【虾虎丸子|2589】@2102-0300》！！！精准@拍水！【石软蟹|4878】=【剪刀手雅克|7712】；引诱；,
仙后鲈,一般,7697,,平钓【复合亮片|2626】@（阴云|3、薄雾|4、微风|5）》！！！@拍水！！【仙女鲈|4943】=【仙后鲈|7697】；引诱；,
陨石幸存者,一般,7903,,平钓【沟鼠尾巴|2591】@0302-0500（阴云|3、薄雾|4、微风|5）》！！！@拍水！【钢盔鲎|4880】=【陨石幸存者|7903】；引诱；,
鱼大叔,一般,7902,,平钓【花蝇|2597】@1702-1830》！！！@拍水！【绿灯球藻|5544】=【鱼大叔|7902】；,
比阿纳可大帝,一般,7909,,平钓【小虾肉笼|2613】@2002-2300》！！！@拍水！！【比阿纳可鲷鱼|4891】=【比阿纳可大帝|7909】；引诱；,
金枪鲨,一般,7915,,耐心【单环刺螠|2596】@1902-2100（碧空|1、晴朗|2）》！》！！！=【金枪鲨|7915】；不撒饵、引诱；,
轰击泡,一般,7924,,平钓【鲱鱼丸子|2598】@0902-1500（碧空|1）》~7.3+13！！！@拍水！！【气泡鱼|4902】=【轰击泡|7924】；引诱；,
海中老人,一般,8753,,耐心【潮虫|2587】@（小雨|7、暴雨|8=》碧空|1）》！！》！！》9+18~！！！=【海中老人|8753】；,
浓盐鲀,一般,7925,,平钓【蜜虫|2599】@1702-2000》12+22~！@拍水~9+16.5！【斑点鲀|4983】=【浓盐鲀|7925】；引诱；,
沉溺射手,一般,7938,,平钓【毛球拟饵|2618】@（碧空|1、晴朗|2）》！！！@拍水！！【永恒鲤|5001】=【沉溺射手|7938】；引诱；,
丽舞蟹,一般,7939,,平钓【蜜虫|2599】@（薄雾|4）》！！！@拍水！！【巨鲈|4981、盘丽鱼|4987】=【丽舞蟹|7939】；引诱；,
银镜鱼,一般,7940,,耐心【摇蚊|2592】@0902-1600（碧空|1、晴朗|2）》！》！！！精准=【银镜鱼|7940】；,
皇金鱼,一般,8752,,耐心【蜜虫|2599】》！》！》！！=3【丛林鲶鱼|5031】；@鱼识=》耐心【蜜虫|2599】》！》！！！=【皇金鱼|8752】；,
小珀琉喀斯,一般,20143,,耐心【沙蚕|2585】@（小雨|7、暴雨|8）》！》！！》！！=【小珀琉喀斯|20143】；,
鳞脚螺,一般,7687,,平钓【极地磷虾|2606】@1902-0300》！！！精准@拍水！【罗敏萨鳀鱼|4870】=【鳞脚螺|7687】；引诱；,
拾荒鮟鱇,一般,7684,,耐心【沙蚕|2585】@1602-0200》！》！！+！！！》！！！=【拾荒鮟鱇|7684】；,
海神剑,一般,7693,,平钓【弓角|2628】@0902-1400（碧空|1、晴朗|2）》！！！@拍水！！【海港鲱|4874】=【海神剑|7693】；引诱；,
孤独杀手,一般,7926,,平钓【重铁板钩|2619】@（强风|6）》！！！@拍水！！【薰衣草印鱼|4901】=【孤独杀手|7926】；,
翻舵手,一般,7941,,耐心【潮虫|2587】@0902-1500（阴云|3、薄雾|4、微风|5）》！【海云水母|4872】》！！！=【翻舵手|7941】；,
皱鳃鲨,一般,7950,,耐心【沙蚕|2585】@1702-0300（阴云|3、薄雾|4、微风|5）》！》！！》！！！》！！！=【皱鳃鲨|7950】；,
船长圣杯,一般,7948,,大鱼【铁板钩|2616】@2332-0105》！》！！！=【船长圣杯|7948】；,
空棘鱼,一般,8755,,耐心【单环刺螠|2596】@2202-0300（阴云|3、薄雾|4、微风|5）》！+！！！》！！！=【空棘鱼|8755】；,
海巫婆,一般,8757,,耐心【沙蚕|2585】@1902-0200（碧空|1、晴朗|2）》！》！！》！！！=【海巫婆|8757】；,
特拉玛豹鱼,一般,7905,,耐心【旋转亮片|2620】@1702-1930（阴云|3、薄雾|4）》~10+19！》！！！=【特拉玛豹鱼|7905】；,
圣鳟贞德,一般,7904,,平钓【乌鸦拟饵|2614】@0402-0600》！！！@拍水！！【暖水鳟|4955】=【圣鳟贞德|7904】；,
尼姆蠕虫,一般,7916,,平钓【黄油虫|2594】@0902-2200》！！！@拍水！！【翡翠鳗|4953】=【尼姆蠕虫|7916】；引诱；,
温泉王,一般,7927,,平钓【复合亮片|2626】@1602-1845》！！！@拍水！！【骨舌鱼|4973】=【温泉王|7927】；,
吞雷鱼,一般,7937,,平钓【蛀虫|2601】@1932-0245（小雨|7）》！！！@拍水！！【雷纹鱼|4991】=【吞雷鱼|7937】；引诱；,
抽须王,一般,7917,,大鱼【单环刺螠|2596】@0402-0600（碧空|1、晴朗|2）》！》！！！=【抽须王|7917】；引诱；,
招雨王,一般,7713,,平钓【蛀虫|2601】@1702-0200（小雨|7、小雪|15）》！！！@拍水~7.5+14！！【求雨鱼|4905】=【招雨王|7713】；引诱；,
酿血鱼,一般,7696,,平钓【蝲蛄丸子|2588】》！！！@拍水！！【白妙鲤|4936】=【酿血鱼|7696】；引诱；,
圣母鲤,一般,7708,,平钓【血蚯蚓|2590】@1502-2100》！！！@拍水！！【白妙鲤|4936】=【圣母鲤|7708】；引诱；,
倔强鲫鱼,一般,7701,,平钓【乌鸦拟饵|2614】@0902-1400（阴云|3、薄雾|4）》！！！精准@拍水！【沟鲫鱼|4947】=【倔强鲫鱼|7701】；引诱；,
外科医生,一般,7705,,耐心【蛾蛹|2586】》！》！！！精准=【外科医生|7705】；,
人面鲤,一般,7700,,平钓【黄油虫|2594】@2102-0300（小雨|7）》！！！@拍水！！【三色鲤|4951】=【人面鲤|7700】；引诱；,
